gender,age,category,platform,product_name,image_link,currency_symbol,price,delivery_tagline,delivery_days,average_rating,buy_link,ratings_total,product_id,last_updated_on,brands,categories,characters,tags,age_ai,genders_ai
"boy,girl","9,10",toys,amazon-in,"PlayShifu Educational Globe for Kids - Orboot Earth (Globe + App) Interactive AR World Globe | 400 Wonders, 1000+ Facts | STEM Toy Gifts for Kids 4-10 Years | No Borders, No Names on Orboot Globe",https://m.media-amazon.com/images/I/811qYIFY8rL._AC_UL400_.jpg,₹,1799,"Get it by Tomorrow, 24 May",1,4.1,https://www.amazon.in/Shifu-Educational-Augmented-Reality-Multicolour/dp/B075WW3JKQ/ref=sr_1_187?keywords=toys+9+year+boy&qid=1684817269&sr=8-187,14546,A-B075WW3JKQ,1684823860530,playshifu,"globes, interactive ar world globes, stem toys",orboot earth,"400 wonders, 1000+ facts, no borders, no names",4-10 years,"boys, girls"
"boy,girl",1,toys,amazon-in,"Adorable Penguin Wooden Ring Colorful Rainbow Stacker - Solid Wood Educational Baby Toy for Toddler Boys and Girls Age 6-12 Months, 1 Year and Up - Classic Developmental Sorting and Stacking Toy by toy chest nyc",https://m.media-amazon.com/images/I/81EmTvbloHL._AC_UL400_.jpg,₹,5118,"Get it Wednesday, 14 June - Thursday, 15 June",23,4.6,https://www.amazon.in/Adorable-Penguin-Colorful-Rainbow-Stacker/dp/B075WZKFGN/ref=sr_1_62?keywords=toys+1+year+boy&qid=1684813155&sr=8-62,96,A-B075WZKFGN,1684819011795,toy chest nyc,"wooden rings, educational baby toys",adorable penguin wooden ring colorful rainbow stacker,"developmental sorting, stacking toy","6-12 months, 1 year and up","boys, girls"
boy,2,toys,amazon,"Colorful Shape Cube Sorting Puzzle - Solid Wood Toy with 12 Shapes - Educational Baby Toy for Toddler Boys and Girls Age 18-24 Months, 2 Years and Up - Classic Early Development Shape Recognition Toy",https://m.media-amazon.com/images/I/81ea8gCdTiL._AC_UL400_.jpg,$,24.99,Check Retailer site for delivery info,-1,4.7,https://www.amazon.com/Colorful-Shape-Cube-Sorting-Puzzle/dp/B075WZT2BW/ref=sr_1_83?keywords=toys+2+year+boy&qid=1684409296&sr=8-83,590,A-B075WZT2BW,1684409380295,"colorful shape,solid wood","cube sorting puzzle,educational baby toy,shape recognition toy",,"cubes,puzzle,toddler,boys,girls,shapes,wood,educational,baby,recognition,classic,early,development","18-24 months,2 years and up",
girl,10,toys,amazon,Lazada Stuffed Unicorn Pillow Plush Girl Toys Gift for Toddler for Girls White 15 Inches,https://m.media-amazon.com/images/I/616AMhpklXL._AC_UL320_.jpg,$,19.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Lazada-Lifelike-Stuffed-Animal-Cushion/dp/B0761PZ23H/ref=sr_1_212?keywords=toys+10+year+girl&qid=1674806437&sr=8-212,4358,A-B0761PZ23H,1680776216659,lazada,"stuffed pillow plush,girl toy,gift",unicorn,"unicorns,pillow,plush,gift,toddler",,girls
boy,4,toys,amazon,"Attatoy Plush Uterus - Ivy The Uterus - Stuffed Toy, 12-Inch After Surgery Pal, Hysterectomy, Endometriosis, Fallopian Tubes, Ovaries",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71V2SIxVhFL._AC_UL400_.jpg,$,24.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Attatoy-Plush-Uterus-Hysterectomy-Endometriosis/dp/B0761YBF12/ref=sr_1_132?keywords=toys+4+year+boy&qid=1680773651&sr=8-132,1162,A-B0761YBF12,1680773793579,attatoy,stuffed toy,ivy the uterus,"uterus,stuffed,toy,12-inch,surgery,pal,hysterectomy,endometriosis,fallopian,tubes,ovaries",,
boy,"5,6,7",toys,amazon-in,"Spooktacular Creations Deluxe Dragon Costume Set with Toys for Role Play, Pretend Play (5-7 Years) Green",https://m.media-amazon.com/images/I/81VgTbitfCL._AC_UL320_.jpg,₹,8155.62,Check Retailer site for delivery info,-1,4.6,https://www.amazon.in/Spooktacular-Creations-Deluxe-Costume-Pretend/dp/B0762RKW2V/ref=sr_1_133?keywords=toys+5+year+boy&qid=1684815236&sr=8-133,415,A-B0762RKW2V,1684816242202,spooktacular creations,"costume set,toy,role play,pretend play",dragon,"dragons,costume,set,toy,role,play,pretend,green",5-7 years,
"boy,girl","8,9,10",toys,amazon,Light-Up Terrarium Kit for Kids - STEM Activities Science Kits - Gifts for Kids - Educational Kids Christmas Toys for Boys & Girls - Crafts Projects Gift for Ages 4 5 6 7 8-12 Year Old Boy & Girl,https://m.media-amazon.com/images/I/81T10Ft+34L._AC_UL400_.jpg,$,24.99,Check Retailer site for delivery info,-1,4.5,https://www.amazon.com/Mini-Explorer-Light-up-Terrarium-Customized/dp/B0763TLL6V/ref=sr_1_162?keywords=toys+8+year+boy&qid=1684410781&sr=8-162,15799,A-B0763TLL6V,1684413748186,light-up,"terrarium kit,stem activity,science kit,christmas toy",,"terrarium,kit,stem,activity,science,kit,gift,educational,christmas,toy,boy,girl,crafts,projects",4-12 years old,"boys,girls"
"girl,boy","1,2",toys,amazon,"Melissa & Doug K's Kids Itsy-Bitsy Spider 8-Page Soft Activity Book for Babies and Toddlers - Cloth Baby Book And Sensory Toy With Textures To Grasp And Pages To Play Peekaboo, Ages 1 Month+",https://m.media-amazon.com/images/I/714PRi+Mw3L._AC_UL320_.jpg,$,9.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Melissa-Doug-Soft-Activity-Book/dp/B0767SXG59/ref=sr_1_82?keywords=toys+1+year+girl&qid=1674127784&sr=8-82,1381,A-B0767SXG59,1675078259693,"melissa & doug, k's kids","activity books, cloth baby books, sensory toys",,"activity book, cloth baby book, sensory toy, peekaboo, melissa & doug, k's kids","1 month+, babies, toddlers",neutral
"boy,girl","5,4",toys,amazon,"Reindeer In Here (2018 Edition) Book & Plush Gift Set, Book with Reindeer Plush Stuffed Animal, - for New 2022 Keepsake Edition Scroll Down & Click Newer Model",https://m.media-amazon.com/images/I/91tIkagYplL._AC_UL320_.jpg,$,25.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Reindeer-Here-Christmas-Awarded-Tradition/dp/B0769KQ6N4/ref=sr_1_121?keywords=toys+5+year+boy&qid=1674804610&sr=8-121,1215,A-B0769KQ6N4,1684412484016,reindeer in here,"gift sets, plush stuffed animals",reindeer,"2018 edition, reindeer plush stuffed animal, keepsake edition",all age groups,neutral
girl,1,toys,amazon,"BABY ELEFUN Teething Toy Ring, Effective & Easy to Hold BPA Free Silicone Elephant Teethers with Gift Package, Teether Rings Toys Best for Babies 0-6, 6-12 Months, Infant Boys & Girls, Baby Shower",https://m.media-amazon.com/images/I/71YC7mhGCES._AC_UL320_.jpg,$,6.97,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Baby-Teething-Toys-Effective-Christmas/dp/B076CRQ7BN/ref=sr_1_193?keywords=toys+1+year+girl&qid=1674805252&sr=8-193,10593,A-B076CRQ7BN,1674805327480,baby elefun,"teething toys, teether rings",,"bpa free silicone elephant teethers, teether rings, baby shower","0-6 months, 6-12 months, infants",neutral
"boy,girl","8,9",toys,amazon,Lazada Kids Pillow Stuffed Animal Cat Plush Pillows Soft Kitty Gifts for Toddlers and Girls 18 Inches Gray,https://m.media-amazon.com/images/I/41c3xY7C6-L._AC_UL320_.jpg,$,25.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Lazada-Plush-Stuffed-Animal-Pillows/dp/B076D7ML3H/ref=sr_1_299?keywords=toys+8+year+boy&qid=1675077225&sr=8-299,4367,A-B076D7ML3H,1680776049087,lazada kids,"pillows, stuffed animal toys, plush pillows",,"pillow, stuffed kitty, plush pillows, 18 inches, gray",all age groups,neutral
"boy,girl","4,7",toys,amazon,"Lazada Kids Pillow Stuffed Cat Animal Toys Plush Pillows 22""",https://m.media-amazon.com/images/I/71CDsIopnkL._AC_UL320_.jpg,$,19.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Lazada-Plush-Stuffed-Animal-Pillows/dp/B076DC6NN1/ref=sr_1_233?keywords=toys+4+year+boy&qid=1674804544&sr=8-233,140,A-B076DC6NN1,1675078572245,lazada kids,"pillows, stuffed animal toys, plush pillows",,"pillow, stuffed cat, plush pillows, 22 inches",all age groups,neutral
girl,3,toys,amazon,Fisher-Price Baby Playmat Deluxe Kick & Play Piano Gym with Musical -Toy Lights & Smart Stages Learning Content for Newborn To Toddler,https://m.media-amazon.com/images/I/71Taa0rliWL._AC_UL320_.jpg,$,39.88,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Fisher-Price-Deluxe-Kick-Play-Piano/dp/B076HYFZ37/ref=sr_1_293?keywords=toys+3+year+girl&qid=1681900055&sr=8-293,18201,A-B076HYFZ37,1681900139433,fisher-price,"baby playmat, piano gym, musical toy, toddler toy",,,"newborn, toddler",
"boy,girl",1,toys,amazon-in,Teytoy Non-Toxic Fabric Baby Cloth Books Early Education Toys (Pack of 6),https://m.media-amazon.com/images/I/714XCyNu+FL._AC_UL400_.jpg,₹,4029,"Get it Saturday, 3 June - Wednesday, 7 June",15,4.6,https://www.amazon.in/TEYTOY-Nontoxic-Fabric-Cloth-Education/dp/B076P8C2X4/ref=sr_1_38?keywords=toys+1+year+boy&qid=1684813150&sr=8-38,12458,A-B076P8C2X4,1684818968708,teytoy,"educational toy, fabric baby book",,,,
"boy,girl","3,4,5",toys,amazon,Magees Magnetic Building Blocks 100 Set - Magnet Toys Building Strongest Magnets - Magnetic Tiles Includes Bonus 13 Piece Insert Alphabet Cards - STEM 3D Magnet Tiles - Original 6015,https://m.media-amazon.com/images/I/91o97haRe-L._AC_UL320_.jpg,$,38.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/MAGEES-Magnetic-Building-Blocks-100/dp/B076PXM5W5/ref=sr_1_142?keywords=toys+3+year+boy&qid=1674804453&sr=8-142,1082,A-B076PXM5W5,1681900540478,magees,"magnetic building blocks, magnet toys, magnetic tiles, stem toy, 3d magnet tilesset",,"magnet blocks, alphabet cards",,
boy,5,toys,amazon,ORIBEL PortaPlay Convertible Activity Centre with Development & Interactive Toys and Converts to Play Table. Wonderland Adventures (Grey),https://m.media-amazon.com/images/I/51sIeEc6jzL._AC_UL400_.jpg,$,129,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/ORIBEL-Convertible-Development-Interactive-Wonderland/dp/B076QJ4YPW/ref=sr_1_230?keywords=toys+5+year+boy&qid=1684410002&sr=8-230,109,A-B076QJ4YPW,1684410094665,oribel,"activity center, development toy, interactice toys",,,,
boy,7,toys,amazon,"Fisher-Price Baby To Toddler Toy 3-In-1 Sit-To-Stand Activity Center With Music Lights And Spiral Ramp, Jazzy Jungle",https://m.media-amazon.com/images/I/71ZIi96gcDL._AC_UL400_.jpg,$,91.88,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Fisher-Price-Stand-Activity-Center-Jungle/dp/B076TDRFWN/ref=sr_1_287?keywords=toys+7+year+boy&qid=1680774458&sr=8-287,3664,A-B076TDRFWN,1680774673849,fisher-price,"toddler toy, 3-in-1 sit-to-stand activity center, music toy",,,toddler,
"girl,boy","9,3,4,5,6,7,8,10",toys,amazon,"Imagimake Mapology India Map Puzzles - Includes State Capitals - Geography for Kids - Learning & Educational Toys for Kids 5-7 - Gift for 5, 6, 7, 8 & 9 Year Old Boys & Girls",https://m.media-amazon.com/images/I/61jneAH2IkL._AC_UL320_.jpg,$,16.99,Check Retailer site for delivery info,-1,4.4,https://www.amazon.com/Imagimake-Mapology-Capitals-Capital-Educational/dp/B076WQ3M5X/ref=sr_1_72?keywords=toys+9+year+girl&qid=1684413697&sr=8-72,15917,A-B076WQ3M5X,1684822853829,Imagimake,"puzzles,toys,mapology",,"india map puzzles, geography for kids, educational toys, learning toys, gift for 5,6,7,8,9 year old, boys, girls",5-7 years,
"boy,girl","8,9,10",toys,amazon-in,Imagimake: Mapology World- World Map and Its Countries- Learning Aid & Educational Toy- Jigsaw Puzzle- for Kids Age 4 and Above (Mapology World),https://m.media-amazon.com/images/I/61Irxx8TpzL._AC_UL320_.jpg,₹,349,"Get it by Today, 23 May",0,4.3,https://www.amazon.in/Imagimake-Mapology-Educational-Learning-Jigsaw/dp/B076WVK44C/ref=sr_1_194?keywords=toys+8+year+boy&qid=1684816555&sr=8-194,4414,A-B076WVK44C,1684823778393,Imagimake,"toys,mapology",,"world map and its countries, learning aid, educational toys, jigsaw puzzle",4 and above,
boy,3,toys,amazon,Click N' Play Military Toy Play Set | Trench Defense Unit Action Figures | 25 Pieces Army Men Toys for Boys | Military Toys for 3 Year Old Boys and Older,https://m.media-amazon.com/images/I/81lHlFuhMDL._AC_UL400_.jpg,$,25,Check Retailer site for delivery info,-1,4.6,https://www.amazon.com/Click-Play-Military-Defense-25-Pieces/dp/B076ZRLHDT/ref=sr_1_218?keywords=toys+3+year+boy&qid=1684409549&sr=8-218,115,A-B076ZRLHDT,1684409670135,Click N' Play,"toys,play set",,"military toy play set, trench defense unit, action figures, 25 pieces army men",3 years and older,
girl,4,toys,amazon-in,Melissa & Doug Elephant Rocking Stacker Stacking Toy,https://m.media-amazon.com/images/I/61lxP8evP9L._AC_UL400_.jpg,₹,4340,"Get it Thursday, 15 June - Friday, 16 June",24,4.6,https://www.amazon.in/Melissa-Doug-Elephant-Rocking-Stacking/dp/B0774LPHZ4/ref=sr_1_110?keywords=toys+4+year+girl&qid=1684820457&sr=8-110,324,A-B0774LPHZ4,1684820674743,Melissa & Doug,"toys,stacker",,"elephant rocking stacker, stacking toy",,
boy,1,toys,amazon,"Baby Balance Bikes for 1 Year Old Boys Girls, Toddler Bike 10-24 Months Baby Riding Toys with 4 Wheels, No Pedal Anti-Drop Baby Walker Bicycle, Baby's First Bike First Birthday Gift Christmas",https://m.media-amazon.com/images/I/61tXF-OKamL._AC_UL400_.jpg,$,30.99,Check Retailer site for delivery info,-1,4.6,https://www.amazon.com/YGJT-Balance-Bicycle-Months-24-Birthday/dp/B0776RHXXP/ref=sr_1_144?keywords=toys+1+year+boy&qid=1684409083&sr=8-144,2651,A-B0776RHXXP,1684409173825,Baby Balance,"bikes,toys",,"toddler bike, baby riding toys, four wheels, no pedal anti-drop baby walker bicycle, baby's first bike, first birthday gift, christmas",10-24 months,
"boy,girl","3,8",toys,amazon,"Barbie Toys, Skipper High Chair and Crib Playset with Skipper Doll, Color-Change Baby Doll, Furniture and Accessories, Babysitters Inc. Set ​​​",https://m.media-amazon.com/images/I/7119RsepRRL._AC_UL320_.jpg,$,22.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Barbie-Babysitting-Color-Change-Accessories-Exclusive/dp/B0777STP6T/ref=sr_1_247?keywords=toys+3+year+boy&qid=1675076240&sr=8-247,28711,A-B0777STP6T,1684413528358,Barbie,"Doll playset, Crib playset","Skipper, Baby Doll","playstation, dolls, Barbie, Skipper, Highchair, Crib, Color-change, Accessories, Babysitters Inc",3+,Girl
girl,"3,5",toys,amazon-in,"Adora Adoption Baby ""Precious"" 16 Inch Vinyl Girl Newborn Weighted Soft Cuddle Body Baby Doll Toy Gift Set with Open Close Brown Eyes for 3 Year old kids and up",https://m.media-amazon.com/images/I/51YQnaXBjKL._AC_UL400_.jpg,₹,13605,"Get it Saturday, 10 June - Wednesday, 14 June",22,4.7,https://www.amazon.in/Adoption-Precious-Newborn-Weighted-Cuddle/dp/B077BJ5XDB/ref=sr_1_97?keywords=toys+3+year+girl&qid=1684820032&sr=8-97,458,A-B077BJ5XDB,1684821331381,Adora,"Adoption Baby, Vinyl doll, Baby Doll","Precious, Baby Doll","dolls, Adoption, Baby, Precious, Vinyl, 16 inch, Weighted, Soft body, Brown eyes",3+,"Girl, Boy, Unisex"
girl,3,toys,amazon-in,"Adora Adoption Baby ""Cherish"" 16 Inch Vinyl Girl Newborn Weighted Soft Cuddle Body Baby Doll Toy Gift Set with Open Close Brown Eyes for 3 Year Old Kids and up",https://m.media-amazon.com/images/I/51LHjA2xk-L._AC_UL400_.jpg,₹,13072,"Get it Saturday, 10 June - Wednesday, 14 June",22,4.7,https://www.amazon.in/Adora-Adoption-Cherish-Newborn-Weighted/dp/B077BK24GH/ref=sr_1_84?keywords=toys+3+year+girl&qid=1684820032&sr=8-84,928,A-B077BK24GH,1684820160820,Adora,"Adoption Baby, Vinyl doll, Baby Doll","Joy, Baby Doll","dolls, Adoption, Baby, Joy, Vinyl, 16 inch, Weighted, Soft body, Brown eyes",3+,"Girl, Boy, Unisex"
girl,3,toys,amazon-in,"Adora Adoption Baby ""Joy"" 16 Inch Vinyl Girl Newborn Weighted Soft Cuddle Body Baby Doll Toy Gift Set with Open Close Brown Eyes for 3 Year Old Kids and up",https://m.media-amazon.com/images/I/51wURgdl4eL._AC_UL400_.jpg,₹,13164,"Get it Saturday, 10 June - Wednesday, 14 June",22,4.7,https://www.amazon.in/Adora-Adoption-Newborn-Weighted-Cuddle/dp/B077BV4D6M/ref=sr_1_98?keywords=toys+3+year+girl&qid=1684820037&sr=8-98,359,A-B077BV4D6M,1684820168110,Adora,"Adoption Baby, Vinyl doll, Baby Doll","Cherish, Baby Doll","dolls, Adoption, Baby, Cherish, Vinyl, 16 inch, Weighted, Soft body, Brown eyes",3+,"Girl, Boy, Unisex"
boy,3,toys,amazon-in,Adora Doll Accessories Zig Zag Small Umbrella Toy Play Stroller for Kids 3 Years & up,https://m.media-amazon.com/images/I/61Ba3YjwcqL._AC_UL400_.jpg,₹,5005.97,"Get it Monday, 5 June - Thursday, 8 June",16,4.5,https://www.amazon.in/Adora-Accessories-Small-Umbrella-Stroller/dp/B077BZSYS9/ref=sr_1_202?keywords=toys+3+year+boy&qid=1684814326&sr=8-202,1275,A-B077BZSYS9,1684814650410,Adora,"Doll Accessories, Umbrella Toy Play Stroller",,"accessories, Adora, Zig Zag, Small Umbrella, Toy Play Stroller",3+,"Girl, Boy, Unisex"
boy,1,toys,amazon-in,Toyzone Building Blocks | Building Blocks Game | Educational Toy | Smart Activity Fun & Learning Blocks | Colorful Blocks | Block Puzzle | for Kids Age 1-7 Years (Building Blocks - 150 pcs),https://m.media-amazon.com/images/I/81CzHtiWD8L._AC_UL400_.jpg,₹,929,"Get it by Tomorrow, 24 May",1,4.1,https://www.amazon.in/Toyzone-Big-Size-Blocks-Pieces/dp/B077FPTGRF/ref=sr_1_303?keywords=toys+1+year+boy&qid=1684813197&sr=8-303,1482,A-B077FPTGRF,1684813734591,toyzone,"building blocks, block puzzle, educational toy",,"building blocks game, smart activity fun, colorful blocks",1-7 years,
boy,10,toys,amazon,"Luwint Children LED Finger Light Up Gloves - Glow Flashing Cool Fun Toys for Kids, Boy Girl 7-12 Years",https://m.media-amazon.com/images/I/61qMbSgtYnL._AC_UL400_.jpg,$,11.99,Check Retailer site for delivery info,-1,4.3,https://www.amazon.com/Luwint-Kids-Finger-Light-Gloves/dp/B077FRP3Q8/ref=sr_1_170?keywords=toys+10+year+boy&qid=1684411266&sr=8-170,1515,A-B077FRP3Q8,1684411408221,luwint,"led finger light up gloves, flashing cool fun toys",,"led finger light up gloves, glow flashing cool fun toys",7-12 years,"boy, girl"
"boy,girl","10,4",toys,amazon,"Fisher-Price Baby Toy Gift Set with Rock-a-Stack Ring Stacking Toy and Baby’s First Blocks Set, Frustration-Free Packaging",https://m.media-amazon.com/images/I/61-hEFUBH-L._AC_UL320_.jpg,$,16.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Fisher-Price-Stack-Blocks-Bundle-Exclusive/dp/B077H5G2Q3/ref=sr_1_114?keywords=toys+10+year+boy&qid=1674805049&sr=8-114,46114,A-B077H5G2Q3,1681900347120,fisher-price,"baby toy gift set, rock-a-stack ring stacking toy, baby’s first blocks set",,"baby toy gift set, rock-a-stack ring stacking toy, baby’s first blocks set,frustration-free packaging",,
boy,1,toys,amazon,"​Fisher-Price Corn Popper Baby Toy, Toddler Push Toy with Ball-Popping Action for 1 Year Old and Up, 2-Piece Assembly, Blue​",https://m.media-amazon.com/images/I/61NpofQfTyL._AC_UL320_.jpg,$,23.9,Check Retailer site for delivery info,-1,4.6,https://www.amazon.com/Fisher-Price-FGY72-Corn-Popper-Blue/dp/B077HX3NDH/ref=sr_1_148?keywords=toys+1+year+boy&qid=1684409087&sr=8-148,2847,A-B077HX3NDH,1684409174199,fisher-price,"corn popper baby toy, toddler push toy",,"corn popper baby toy, toddler push toy, 2-piece assembly, blue",1 year old and up,
"boy,girl","2,3",toys,amazon,"Mary Meyer Putty Nursery Soft Toy, Fox, 11 Inch (Pack of 1)",https://m.media-amazon.com/images/I/41SrysDAcBL._AC_UL320_.jpg,$,16.79,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Mary-Meyer-Putty-Nursery-Soft/dp/B077J37RVS/ref=sr_1_53?keywords=toys+2+year+boy&qid=1674127433&sr=8-53,5004,A-B077J37RVS,1684412248695,mary meyer,putty nursery soft toy,fox,"putty nursery soft toy, 11 inch",,
girl,"2,7",toys,amazon,"Discovery Kids 50-Piece 3D Magnetic Tile Set in 6 Colors, Construction Building Block Creativity Kit, Kids Educational Learning STEM Toy, Engineering Development Activity, Ages 5+",https://m.media-amazon.com/images/I/61qlGlG+U2L._AC_UL400_.jpg,$,27.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Discovery-Kids-Construction-Creativity-Preschool/dp/B077J6XXKN/ref=sr_1_73?keywords=toys+2+year+girl&qid=1684411854&sr=8-73,3213,A-B077J6XXKN,1684413280182,discovery kids,"building blocks, stem toys",,"3d magnetic tiles, construction kit, educational learning, engineering development, creativity activity",5+,unisex
girl,1,toys,amazon,"iPlay, iLearn 4 Plush Baby Soft Rattle Toys, Hand Grab Sensory Shaker, Farm Stuffed Animal Set, Infant Easter Basket Girls, Unique Newborn Shower Gifts for 2 3 6 9 12 18 Month 1 Year Old Boys Toddlers",https://m.media-amazon.com/images/I/71ngrBfjv9L._AC_UL400_.jpg,$,19.99,Check Retailer site for delivery info,-1,4.7,https://www.amazon.com/iPlay-iLearn-Rattles-Developmental-Natural/dp/B077PS65DG/ref=sr_1_54?keywords=toys+1+year+girl&qid=1684411585&sr=8-54,2124,A-B077PS65DG,1684411657007,"iplay, ilearn",baby rattle toys,,"plush, hand grab, sensory shaker, farm stuffed animal, easter basket, newborn shower gifts","2, 3, 6, 9, 12, 18 months, 1 year old","boys, girls"
"boy,girl","4,7,2,3",toys,amazon-in,"Golf Toys Set, Golf Ball Game, Sports Gaming Clubs, Learning, Active, Early Educational, Outdoors Exercise Toy for 3, 4, 5, 6, 7 Year Olds Kids, Toddler, Boys, Girls (Color May Vary) - iPlay, iLearn",https://m.media-amazon.com/images/I/71rDrbvXlpL._AC_UL320_.jpg,₹,5852,"Get it Monday, 19 June - Tuesday, 20 June",28,4.5,https://www.amazon.in/Learning-Educational-Outdoors-Exercise-Toddler/dp/B077PXXSX5/ref=sr_1_124?keywords=toys+4+year+boy&qid=1684814911&sr=8-124,1920,A-B077PXXSX5,1684822408662,"iplay, ilearn","sports toys, golf toys",,"golf ball game, gaming clubs, learning, active, early educational, outdoors exercise","3, 4, 5, 6, 7 years old","boys, girls"
boy,1,toys,amazon,"Duck Toy for 1 Year Old Girl Baby - Walking & Dancing Yellow Duck Interactive Action Learning Educational Flapping Light up Dancing Duck with Music, Light Up & Dancing Modes, 6 Singing Musical Songs",https://m.media-amazon.com/images/I/61zb+komwkL._AC_UL400_.jpg,$,18.99,Check Retailer site for delivery info,-1,4.7,https://www.amazon.com/ToyThrill-Light-Dancing-Singing-Duck/dp/B077RMTKB2/ref=sr_1_42?keywords=toys+1+year+boy&qid=1684409068&sr=8-42,3392,A-B077RMTKB2,1684409132510,,toys,duck,"walking, dancing, interactive action, learning, educational, flapping, light up, musical songs",1 year old,girls
"boy,girl","5,7",toys,amazon,"Jellycat Bashful Blush Bunny Stuffed Animal, Medium, 12 inches",https://m.media-amazon.com/images/I/91RBTvKr2XL._AC_UL320_.jpg,$,25,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Jellycat-Bashful-Stuffed-Animal-Medium/dp/B077RYKMYL/ref=sr_1_143?keywords=toys+5+year+boy&qid=1674804610&sr=8-143,786,A-B077RYKMYL,1681900975772,jellycat,stuffed animal,bashful blush bunny,"medium, stuffed animal",12 inches,unisex
"boy,girl","3,4,5,6,7,9",toys,amazon-in,Activ Life Best Kid's Frisbee Rings [2 Pack] Fly Straight & Don't Hurt - 80% Lighter Than Standard Frisbees - Replace Screen Time Healthy Family Fun - Get Outside & Play,https://m.media-amazon.com/images/I/81eFKxO5z2L._AC_UL400_.jpg,₹,2872.98,Check Retailer site for delivery info,-1,4.4,https://www.amazon.in/Activ-Life-Frisbee-Rings-Yellow/dp/B077V3NJTN/ref=sr_1_272?keywords=toys+3+year+boy&qid=1684814339&sr=8-272,9154,A-B077V3NJTN,1684823206850,activ life,"frisbee,toy",None,"straight fly,family fun,healthy outdoor play",kids,none
"boy,girl",2,toys,amazon-in,Wooden Car Ramps Race - 4 Level Toy Car Ramp Race Track Includes 4 Wooden Toy Cars - My First Baby Toys - Race Car Ramp Toy Set is A Great Gift for Boys and Girls - Original - by Play22,https://m.media-amazon.com/images/I/81mecXI3kyL._AC_UL320_.jpg,₹,5073.72,"Get it Monday, 5 June - Thursday, 8 June",16,4.6,https://www.amazon.in/Wooden-Car-Ramps-Race-Original/dp/B077YYP445/ref=sr_1_208?keywords=toys+2+year+boy&qid=1684813878&sr=8-208,1636,A-B077YYP445,1684819848264,play22,"race car,wooden toy,toy car,toy",None,"wooden car ramps race,race car ramp toy set,4 level toy car ramp","babies,kids","boys,girls"
"boy,girl",1,toys,amazon-in,"SARTHAM, Stacking Toys for Kids - Combo of 2 Toys for Toddlers",https://m.media-amazon.com/images/I/61Z9G5Fe62L._AC_UL400_.jpg,₹,262,"Get it by Today, 23 May",0,4.2,https://www.amazon.in/SARTHAM-Stacking-Toys-Kids-Toddlers/dp/B0784MSQ32/ref=sr_1_281?keywords=toys+1+year+boy&qid=1684813185&sr=8-281,106,A-B0784MSQ32,1684819383937,sartham,"stacking toy,toy",None,"stacking toys for kids,2 toys for toddlers",toddlers,none
girl,2,toys,amazon-in,"Doctor Kit 31 Pieces Pretend-n-Play Dentist Medical Kit with Electronic Stethoscope and Coat for Kids Holiday Gifts, School Classroom, Easter Stuffers and Doctor Roleplay Costume Dress-Up by Joyin Toy",https://m.media-amazon.com/images/I/810NdAwq5nL._AC_UL400_.jpg,₹,6077,"Get it Thursday, 8 June - Monday, 12 June",20,4.6,https://www.amazon.in/Pretend-n-Play-Electronic-Stethoscope-Classroom-Stuffers/dp/B07852818T/ref=sr_1_173?keywords=toys+2+year+girl&qid=1684819530&sr=8-173,6713,A-B07852818T,1684819810326,joyin toy,"doctor kit,pretend-n-play toy,toy set",none,"pretend-n-play dentist medical kit,electronic stethoscope,doctor roleplay costume dress-up",kids,none
"boy,girl","9,10",toys,amazon-in,"Skillmatics Educational Game : Mind Challenge | Reusable Activity Mats with Marker Pen | Gifts, Travel Toy & Learning Tools for Ages 6 and Up, Blue",https://m.media-amazon.com/images/I/71JXwsTcVaL._AC_UL400_.jpg,₹,284,"Get it by Today, 23 May",0,4,https://www.amazon.in/Skillmatics-Educational-Game-Challenge-Years/dp/B0786GZG8V/ref=sr_1_230?keywords=toys+9+year+boy&qid=1684817275&sr=8-230,11097,A-B0786GZG8V,1684823913884,skillmatics,"educational game,toy,learning tool",none,"mind challenge,reusable activity mats,marker pen",6 and up,none
